songName,singer,hot,lyric
HelloHoney,王啸坤,34,HELLOHONEY作词：王啸坤作曲：王啸坤演唱：王啸坤hellohoney我的声音现在你要不要我的液体跟随你像幻觉的草你说怎样我就怎样你若绝望我就仰望只要你开口讲hellohoney我的旅行你会不会烦恼空的日记满的心想对着你撒娇你说怎样我就怎样你若绝望我就仰望越是离别就越想念越是想念又要告别你说你要我就离你近一点你说快跑我努力向左边除非你啊流泪我们的床现在只剩下你来叠却无意留下体味和汗水欢愉了整夜好疲惫都是雨都是雨季啦啦啦啦啦啦...啦啦啦啦啦啦...hellohoney我的旅行你会不会烦恼空的日记满的心想对着你撒娇你说怎样我就怎样你若绝望我就仰望越是离别就越想念越是想念又要告别你说你要我就离你近一点你说快跑我努力向左边除非你啊流泪我们的床现在只剩下你来叠却无意留下体味和汗水欢愉了整夜好疲惫都是雨都是雨季啦啦啦啦啦啦...啦啦啦啦啦啦...啦啦啦啦啦啦...啦啦啦啦啦啦...
乌鲁木齐小女人,卓文萱,171,乌鲁木齐小女人演唱：卓文萱心里面都是你说出来没有关系我爱听甜言密语爱看你的表情做什么都可以没大餐也没关系我只想在你的怀里没什么原因心里全是你就算我们在乌鲁木齐每天在一起　没有距离我的世界已充满活力我只想做一个能让你幸福的小女人每分每秒都能让我在你的面前我只想做一个能让你快乐小女人看着你醒来的每个早晨心里面都是你说出来没有关系我爱听甜言密语爱看你的表情做什么都可以没大餐也没关系我只想在你的怀里没什么原因心里全是你就算我们在乌鲁木齐每天在一起　没有距离我的世界已充满活力我只想做一个能让你幸福的小女人每分每秒都能让我在你面前我只想做一个能让你快乐小女人看着你醒来的每个早晨我爱说甜言蜜语看你的表情做什么都可以没大餐没关系只想把你抱在怀里没什么原因　心里全是你我们在这里　这里是哪里是在乌鲁木齐还是在你心里每天在一起　我们没有距离下一秒我带你飞到皇家马德里没什么原因心里全是你就算我们在乌鲁木齐每天在一起　没有距离我的世界已充满活力我只想做一个能让你幸福的小女人每分每秒都能让我在你的面前我只想做一个能让你快乐小女人看着你醒来的每个早晨我只想做一个能让你幸福的小女人每分每秒都能让我在你的面前我只想做一个能让你快乐小女人看着你醒来的每个早晨
暑假作业,元若蓝,281,歌名：暑假作業歌手：元若藍專輯：愛X無限大發行日：2006年10月20日作詞：十方　作曲：方文良　編曲：吳俊毅朱妳都不理我byneverlose1114你的單車後面載誰　好懷念你遼闊的背星光下公園裡我一個人　盪著鞦韆你的球鞋旁邊站誰　那雙NIKE洗了幾遍士林和誠品逛過的街　手少了你牽喜歡暑假討厭寫作業　你卻像暑假作業讓我好累搞定了之後才有久違的喜悅享受暑假逃避寫作業　你卻像暑假作業總要面對若愛己畢業我就不該再眷戀擦乾眼淚微笑等開學若地球轉慢一秒鐘　哆啦Ａ夢請幫幫我時光機借我去向你說聲　謝謝愛我若宇宙快轉一分鐘　我希望早一點成熟攻打無聊這一個怪獸　武器要很多喜歡暑假討厭寫作業　你卻像暑假作業讓我好累搞定了之後才有久違的喜悅享受暑假逃避寫作業　你卻像暑假作業總要面對若愛己畢業我就不該再眷戀擦乾眼淚微笑等開學放長假　跳跳踢踏　壞心情全甩掉啦放長假　關掉電話　耳朵暫時還給我吧曬曬太陽曬月亮　過完這個暑假我會長大喜歡暑假討厭寫作業　你卻像暑假作業讓我好累搞定了之後才有久違的喜悅享受暑假逃避寫作業　你卻像暑假作業總要面對若愛己畢業我就不該再眷戀擦乾眼淚微笑等開學
理由,林忆莲,72,理由作词：李宗盛作曲：张震岳演唱：林忆莲PaulandNancy是我的朋友男孩优秀女生温柔今生缘份早在前世修前世修他们总是喜欢牵着手随着心情任意到处走纵然他们从来不富有一生相守就算忧愁从不奢求爱这凡夫俗子的渴求爱让自私猜疑都低头它无时无刻让人勇敢向前走爱有让人坚强的理由爱是所有幸福的起头真爱是自由只在真心中停留愿你我都有都真正的拥有这一份纯真到永久他们总是喜欢牵着手随着心情任意到处走纵然他们从来不富有一生相守就算忧愁从不奢求爱这凡夫俗子的渴求爱让自私猜疑都低头它无时无刻让人勇敢向前走爱有让人坚强的理由爱是所有幸福的起头真爱是自由只在真心中停留愿你我都有都真正的拥有这一份纯真到永久爱这凡夫俗子的渴求爱让自私猜疑都低头它无时无刻让人勇敢向前走爱有让人坚强的理由爱是所有幸福的起头真爱是自由只在真心中停留愿你我都有都真正的拥有这一份纯真到永久
一公里,许茹芸,212,一公里作词：吴克群作曲：吴克群演唱：许茹芸向前向后都不行左右进退都失距向前看向后去到底该去哪里我困在故事里面对背对都不行笑容哭泣没意义向前看向后去到底该去哪里到底谁先该喊停又为何一直找委屈我们俩面对着面仿佛相距一公里我们俩谁先累了谁先哭了谁喊停感情最怕的事情两个人不言不语我们俩面对着面仿佛相距一公里那些美丽的曾经如今到底去哪里如果能重来一回能不能换个结局我们又该往哪去面对背对都不行笑容哭泣没意义向前看向后去到底该去哪里到底谁先该喊停又为何一直找委屈我们俩面对着面仿佛相距一公里我们俩谁先累了谁先哭了谁喊停感情最怕的事情两个人不言不语我们俩面对着面仿佛相距一公里那些美丽的曾经如今到底去哪里如果能重来一回能不能换个结局我们又该往哪去
枫糖早餐,许茹芸,410,枫糖早餐作词：葛大为作曲：张震岳演唱:许茹芸枫糖停在松饼上向阳光说声早安你的早餐跟我一样是最想实现的愿望向往去哪些地方我们的方向一样明媚风光高山海洋是因为你才懂欣赏於是放弃了孤单两个人随处慵懒在爱的厨房料理新的花样你就是我要的香浪漫掺杂咖啡香空气中自由飘散每天醒来直到晚安满满是你的爱完全的幸福感幻想明天的信箱总有你捎来晴朗我用微笑和你分享每一秒有你的时光情愿习惯了平凡两个人简简单单在爱的厨房烘焙新的梦想你就是我要的香
亲爱的是你把我宠坏,许茹芸,36,许茹芸-亲爱的是你把我宠坏作词：胡如虹作曲：陳熙就像天气预告你说我真的很难讨好爱说的太快或是太慢都会拉警报跟你闹脾气假装不理你我承认我对你有点坏我只是习惯独占你一个人的爱亲爱的是你把我宠坏让我像任性的小孩亲爱的是你把我宠坏让我越来越依赖亲爱的是你把我宠坏说我怎么样你都爱亲爱的是你把我宠坏只好你继续忍耐现在把手机关掉我想要听听你的心跳闭上你的眼睛嘴角记得要带着微笑我就是任性爱耍小脾气我承认我对你有点坏我只是习惯独占你一个人的爱亲爱的是你把我宠坏让我像任性的小孩亲爱的是你把我宠坏让我越来越依赖亲爱的是你把我宠坏说我怎么样你都爱亲爱的是你把我宠坏只好你继续忍耐想陪你去看海也想跟你在家里无聊发呆我只要有你在抱一抱笑一笑其实也很乖亲爱的是你把我宠坏让我像任性的小孩亲爱的是你把我宠坏让我越来越依赖亲爱的是你把我宠坏说我怎么样你都爱亲爱的是你把我宠坏只好你继续忍耐
乐天市场,许茹芸,44,许茹芸-乐天市场卸了妆不过度幻想她和他无所谓空紧张两颗心温热了厨房要幸福靠计算和想像是你就是你就能地久天长是我就说我的真心话一天一点乐天的盼望一天一个吻补给营养新鲜的拥抱滋味难忘恋人懂得啊别伪装Latte不加糖他和她什么都能分享当烛光燃烧出芳香亲爱的今天约逛市场许茹芸-乐天市场是你就是你就能永志不忘是我就说我的真心话一天一点乐天的盼望一生一世爱补给营养隔夜的深情滋味难忘恋人懂得啊卸了妆不过度幻想我和你无所谓空紧张两个人要爱得风光不表示一定有人受伤不一定非得那么疯狂你是我最甜蜜的渴望
小天堂,周华健,58,小天堂演唱：周华健月光光我一转身你就心慌泪汪汪海蓝蓝夜凉如水天空发狂星闪亮看着你睡得好甜好香好梦无边我的天堂忍不住我却摇摇晃晃眼里无风起浪心房游游荡荡相思防不胜防带着你逃开人海茫茫随意漂漂荡荡我的小小天堂逍遥好不风光一阵阵柔柔轻风飘来让我拥你入怀一丝丝浅浅微笑醒来再也不要我离开哎我却摇摇晃晃为你无风起浪心房游游荡荡相思防不胜防你让我逃开人海茫茫随意漂漂荡荡我的小小天堂逍遥风风光光心花怒放月光光我一转身你就心慌泪汪汪海蓝蓝夜凉如水天空发狂星闪亮不可以等我等到天亮翻来覆去胡思乱想忍不住我却摇摇晃晃眼里无风起浪心房游游荡荡相思防不胜防带着你逃开人海茫茫随意漂漂荡荡我的小小天堂逍遥好不风光一阵阵柔柔轻风飘来让我拥你入怀一丝丝浅浅微笑醒来再也不要我离开哎我却摇摇晃晃为你无风起浪心房游游荡荡相思防不胜防你让我逃开人海茫茫随意漂漂荡荡我的小小天堂逍遥风风光光心花怒放一阵阵柔柔轻风飘来让我拥你入怀一丝丝浅浅微笑醒来再也不要我离开哎我却摇摇晃晃为你无风起浪心房游游荡荡相思防不胜防你让我逃开人海茫茫随意漂漂荡荡我的小小天堂逍遥风风光光心花怒放
13131,陈琳,390,歌名：13131歌手：陈琳旋转一瞬间掂着脚尖停不下的我那熟悉的歌总牵动耳朵想听什么我无论是在这里还是在哪里一样都存在只要听见那声滴答就不惊慌飘过去的是那只蝴蝶给我最无邪的世界带着我去穿越儿时的狂野听着那答滴答滴答那首歌唱着从前我看见了童年答滴答滴答滴拒绝成熟长大的脸跟我着我答滴答滴答自由的越走越远再回不到从前答滴答滴答山里就没有过神仙
身体语言,张靓颖,258,身体语言演唱：张靓颖早上的我才刚醒来身边声音好多我的身体有话想要告诉我耳朵它带着一点抱怨口吻向我说好象在感觉昨天那个声音的振动心跳说觉得缺少另一个熟悉的节奏说得我眼花缭乱快要发疯我听见眼睛在说话它想的你笑容我听见右手在说话它想你的左手生活还有很多别的事情要做可是我无法跟你分开一秒钟我听见嘴唇在说话说它也很寂寞我听见头发在说话怀念你手指温柔我们还有很多未来日子要过可是我无法等到下一次碰头早上的我才刚醒来身边声音好多我的身体有话想要告诉我耳朵它带着一点抱怨口吻向我说好象在感觉昨天那个声音的振动心跳说觉得缺少另一个熟悉的节奏说得我眼花缭乱快要发疯我听见眼睛在说话它想的你笑容我听见右手在说话它想你的左手生活还有很多别的事情要做可是我无法跟你分开一秒钟我听见嘴唇在说话说它也很寂寞我听见头发在说话怀念你手指温柔我们还有很多未来日子要过可是我无法等到下一次碰头我知道你不会突然经过却还是不经意竖起耳朵而当你真的出现在门口我全身细胞一阵骚动我听见眼睛在说话它想的你笑容我听见右手在说话它想你的左手生活还有很多别的事情要做可是我无法跟你分开一秒钟我听见眼睛在说话我听见右手在说话我们还有很多未来日子要过可是我无法等到下一次碰头
我要轻轻为你唱首歌,许慧欣,76,我要轻轻为你唱首歌演唱：许慧欣风轻轻吹像你的情话穿过耳边海浪也渐渐喝醉回想刚才你的再见方向盘在转动不论左右心情就像在飞空气里都是想念弥漫着暧昧的艳阳天我要轻轻为你唱首歌分享多得可以挥霍的快乐只要你听见了我要轻轻为你唱首歌只要你懂的我想说什么你是我的快乐mylovecallmyname所有的烦恼都快速越过享受这海风像我们的爱情海阔天空不需要手牵手我们指头在心里已紧扣心动了变的轻柔抓紧我吧我怕我会飞走我要轻轻为你唱首歌分享多得可以挥霍的快乐只要你听见了我要轻轻为你唱首歌只要你懂的我想说什么你是我的快乐我要轻轻为你唱首歌分享多得可以挥霍的快乐只要你听见了我要轻轻为你唱首歌只要你懂的我想说什么你是我的快乐我要轻轻为你唱首歌分享多得可以挥霍的快乐只要你听见了我要轻轻为你唱首歌你懂的我想说什么你是我的快乐
没锁门,徐佳莹,100,没锁门演唱：徐佳莹我们约好状态常更新保持kuso也要变美丽有个model穿得好有型我mail给你喜欢他有千百种表情不必下跪也能orz星座运势耍点小心机侦测爱情搞定天下事快乐不设限从房间飞到外太空从太空钻到小指头搭拉搭拉拉搭拉搭拉拉登登登谁敲我登登登没锁门从房间飞到外太空从太空钻到小指头搭拉搭拉拉搭拉搭拉拉登登登谁敲我登登登没锁门不管你有彩色的蝴蝶还是一闪一闪的飞碟我们劈腿白天和黑夜绑架时间厌倦吵吵闹闹的大街逃开没有灵感的床沿我们骑着滑鼠的左键环游世界搞定天下事快乐不设限从房间飞到外太空从太空钻到小指头搭拉搭拉拉搭拉搭拉拉登登登谁敲我登登登没锁门从房间飞到外太空从太空钻到小指头搭拉搭拉拉搭拉搭拉拉登登登谁敲我登登登没锁门从房间飞到外太空从太空钻到小指头搭拉搭拉拉搭拉搭拉拉登登登谁敲我登登登没锁门我们发现善变的瞬间我们分享习惯的宣泄手拉着手打开的世界永远新鲜
